Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Poland,POL,46301000000,51416000000,56779000000,72181000000,87966000000,105900000000,130742000000,166510000000,204745000000,164715000000,191942000000,225350000000,222283000000,242736000000,259351000000,236121000000,246053000000,286785000000,325302000000,329839000000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Portugal,PRT,33555319518.9567,33572587196.0222,36676050712.8246,45418655708.3003,52728538717.9294,53742604454.4554,63628211224.0908,75745235190.9026,83378528554.1468,66994825834.9709,72002887874.4588,85829617545.5086,82495185182.128,90970766831.4348,93435640449.3812,81913894195.7003,83782079092.1724,95335240446.9052,105678460033.672,104619622795.157,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,121837912087.912,142876098901.099,144510439560.44,140228846153.846,92291208791.2088,72484340659.3407,85204395604.3956,102560989010.989,92046153846.1538,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Romania,ROU,11905000000,13074000000,15703000000,19923000000,26220000000,24119963899.1975,30270958591.6087,43162426173.6123,56289848643.7502,45509461605.5338,53727832194.33,67878965578.9008,63959890289.2402,76414674347.8195,82856776700.9435,73552930306.2032,78600503406.926,89179888822.4248,101105545175.308,100900150543.059,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Russian Federation,RUS,110520310000,109273010000,117185250000,147485450000,200829850000,268869480000,333199930000,390390560000,523433950000,342951140000,441833180000,573448160000,589773980000,591958000000,562550590000,393034910000,332352610000,410482810000,508560910000,482636570000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,684234990.547778,938406019.917583,1107273738.35459,1281429944.51055,1312371836.5474,1470369490.69272,1534377561.43317,1980500218.02084,2042609526.15349,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Samoa,WSM,..,..,..,..,106742131.475864,141687156.305515,149059985.766923,181792959.715334,180131839.564906,173604988.622249,194969665.844735,205975498.021107,222169071.684594,230141451.888585,225924771.439702,231414415.499994,248249692.321023,278392003.174767,305718955.110542,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Sao Tome and Principe,STP,16267369.1,11063786.69228,14771457.52,15786702.532318,15069281.3378785,15944198.9466531,16114815.559332,13510604.1622368,17509376.0065079,19612830.8906042,24314396.6100127,29342883.7942205,32936904.2749905,49073366.2069314,87098062.2278995,89983828.0470317,96563792.7654083,92153927.4271183,98232686.4349107,73102390.8742312,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Saudi Arabia,SAU,82259466666.6667,72980546133.3333,77641200000,98956906666.6667,131849333333.333,191972800000,225206261742.827,249567932447.52,322853648266.667,202056547066.667,261831173341.6,376224211200,399419454800,387745717200,354973163493.333,218010394722.267,200860075477.285,239993341453.867,314916582179.44,285772910297.067,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Senegal,SEN,1309507961.15731,1401319268.81334,1527965677.33532,1824555620.44441,2182636050.34957,2355695211.27799,2402925775.80184,2877670224.28868,3508116266.02906,3127154085.10486,3215625405.29843,3792732354.97136,3967113827.50073,4209550705.43244,4305212887.74955,4016951809.48509,4093170632.11094,4593278924.06845,5287037761.42284,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Serbia,SRB,..,..,..,..,..,..,..,11145008069.4607,14122475936.9399,11245368081.2403,12594343925.5027,15516886143.1996,14724275241.4231,18523003943.4443,19180565658.6121,17442839305.82,19235496823.8707,21858742467.3403,24966953882.8817,26183284182.7702,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Seychelles,SYC,481709731.536535,510600707.274774,549992962.188934,616821042.321541,627701307.290662,719670173.922527,850363972.507241,853730765.914806,902069825.499386,849794485.213407,840748158.680699,942455665.898087,1232788166.62486,1455916464.96076,1373240825.68427,1297074704.91759,1352922708.45049,1562920466.98712,1678376353.85651,1634134151.97133,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Sierra Leone,SLE,55045037.9398936,81119282.0295503,98175532.9722675,176853711.03845,207618015.492559,261782195.374767,302518301.002357,330517631.975043,330459214.822182,368309506.316709,416867298.159139,538263483.700005,1231345705.73811,1757362041.31289,1503257499.10526,781558030.52527,933734883.427099,762719031.468507,755446195.850972,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Singapore,SGP,180960983315.577,164227663603.041,170350266625.588,197818101807.12,246116274231.194,287771641089.343,338926051019.553,385006740310.595,443371662584.013,370526055886.957,474817193392.047,568009224023.61,580505492422.743,600013186286.262,604391776173,549421999163.53,526058204870.565,583568550066.079,663123494850.518,645612447235.476,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,1026631284.9162,1170134078.21229,1227022346.36872,1247502793.29609,1215687150.83799,1164083798.88268,962082537.776536,808720540.24581,1084864310.55866,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Slovak Republic,SVK,14136991511.1228,15431502673.4253,13064820193.1741,18794047002.6188,39506225751.2148,45059596881.3766,57356353173.9947,72045616999.5175,80847057439.6248,60238833462.5357,68029391421.0357,83342243679.4952,85052450826.1754,92165186272.5761,92281298144.3706,79753327158.1896,83028321396.9246,90274774489.5035,100762540305.011,97039899179.158,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Slovenia,SVN,10650000000,11248000000,12738700000,15641400000,19466400000,22050600000,26132320100.2418,33023664037.4109,37002048416.2554,28950937396.489,30922902046.6003,36226668055.9273,33919347501.1093,35883485661.0985,37931590396.1617,33167990291.7121,34748993599.2377,40469912385.5834,45932817366.4038,45407419575.5934,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Solomon Islands,SLB,121518649.054803,91650318.1217738,49434014.3530254,91885452.9290584,116441766.211746,146181050.991093,162573092.714984,218654297.660549,259398115.475264,224089132.679319,315659452.74093,537144326.233681,618804286.007065,573510019.50987,567771569.852655,525935948.70453,554859849.112234,593886704.212845,680656697.375648,591292572.869012,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,South Africa,ZAF,36995346355.1396,35908902855.2168,36882385813.7096,47358893128.4732,58436025841.5874,68089718597.9658,79216650333.4359,93531189535.2176,103029506544.161,83756723460.5116,107735282477.838,126865798282.628,117846262079.468,113490164681.973,110320682522.453,96038279946.017,90999388885.6108,103448621589.735,110068217809.243,104845841064.64,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3786902659.05178,2519330000,1646810000,2374922000,3094570000,3007370000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Spain,ESP,170405540321.692,174784679797.31,188254756522.712,232747259272.973,271500036297.656,287929499804.331,318537767331.268,383178835685.395,419463895074.565,344306252582.196,368535746091.486,437680992281.784,416384215440.683,446544426355,459020212113.732,401953725854.832,417759276110.253,462286940737.124,498368499359.827,486095894512.663,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Sri Lanka,LKA,6378261513.3273,6172340000,5967450000,6543890000,7283840000,7886856760,8507509000,9414900000,10113000000,8976900000,11100010000,13642700000,13573442598.8333,15079332737.9697,16735027041.0809,16943161923.9021,17447855576.3542,19084181007.2571,20263792551.2938,19414322724.1375,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,St. Kitts and Nevis,KNA,149988888.888889,152910740.740741,153305625.925926,165180740.740741,193949553.703704,226658082.962963,235708647.777778,233020487.777778,234687488.518519,174775618.148148,208130339.62963,242553925.185185,257246291.481482,294223214.814815,585324866.550852,530427622.504022,503202697.385015,507990549.880674,605224114.61403,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,St. Lucia,LCA,376874074.074074,327812592.592593,319191414.814815,390119214.814815,464234697.777778,524915899.259259,440208031.851852,457126484.444444,536058532.222222,543952124.074074,608868070,572842167.777778,604073669.62963,614324205.555555,959346077.165355,1019703774.44295,954110152.105081,1076303865.79511,1216913892.51004,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,St. Vincent and the Grenadines,VCT,179414814.814815,175943333.333333,178312803.703704,172849121.851852,184518288.518519,200544542.592593,211994458.518519,212220179.62963,210168319.259259,192307706.666667,183185265.925926,182794060.740741,188277044.814815,194023430.740741,256070304.00341,283889157.207832,298823067.073172,294401364.782214,315981994.945662,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Sudan,SDN,1834100000,1713300000,2081280000,2578650000,3821880000,4971303328.70825,5930483790.11213,9389652901.50133,12087993690.433,8581142972.82795,11646421263.4664,11026176541.4481,5125300929.7532,6047707928.55507,6021777924.59669,4896332965.50146,4638209737.91508,5880500847.62069,4995707338.38466,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Suriname,SUR,..,..,..,..,..,1415600000,1411100000,1612400000,2027700000,1688500000,2325500000,2847654989.6365,2871828916.18094,2588885192.72455,2351540508.56621,1843140760.32132,1606330375.51584,2167006806.39624,2275259431.75204,2340332625.86406,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Sweden,SWE,112227737549.022,105202592121.342,106823918098.481,131438340214.921,161225069379.257,173974747164.467,199241616328.566,234879724079.288,257015521094.781,188341802715.909,220276557566.513,261941660303.883,249176852687.115,252875140769.617,256544664473.918,225574551120.948,224733204188.393,239718239755.339,254253194198.504,251454403044.258,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Switzerland,CHE,140635883090.422,140208635251.688,147290092617.476,169650490044.268,203293447627.962,219046491260.351,242418884536.205,291327678221.901,347870072595.367,308790997825.525,372127504216.421,453551372130.042,441913148318.574,487712219822.524,450321798789.461,417156040727.3,435887503989.146,438784451316.803,462389893652.956,458921337801.324,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Syrian Arab Republic,SYR,6845000000,7487000000,8227000000,7045000000,9833500000,11512000000,13168800000,15617016197.1401,19749315151.3201,15681906879.9603,19605790972.8673,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Tajikistan,TJK,..,..,768137200,994724700,1219841300,492025500,483430200,534049300,576512500,599311100,842102941,1050936711,1311787958,937227359,836264767,824698053,899523470,1124964688.2,1116258706,1243494480,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Tanzania,TZA,1361001371.5684,1766704739.68,1899699677.30718,2168609096.74792,2615267756.87179,2971656820.39134,3445682862.8163,4102294744.61643,5577564963.91484,5152734436.67582,6370022829.17572,7398235544.52255,8675629504.5013,8459721764.64591,8556265916.7221,8739310967.09858,8548990822.92958,8355797011.42753,8394257042.12201,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Thailand,THA,81761851505.617,76106587483.3236,81442771879.842,93881649848.3665,114018869449.691,129287430000,152553120000,181372240000,208357780000,181968016733.264,227242774271.888,262943626360.648,274176581096.669,282259414638.186,278578306806.49,271446167901.394,277273903172.05,304652181948.389,328581755663.36,324782333607.44,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Timor-Leste,TLS,..,..,..,..,..,..,43343080.7502369,69159715.1813849,58143861.8799356,66149931.3213136,94889673.7611027,101258510.468652,102689739.188155,87862751.6044241,89595180.712222,91006899.613869,96780600,109896003.011685,121872114.419877,117471950.751448,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Togo,TGO,424651665.080749,429341876.542849,516664474.806254,694062539.996016,752340957.233738,811325296.891056,831812366.376925,914118024.256181,1140287863.65402,1201391051.77077,1297644432.88692,1689771845.56275,1750942261.74239,2008534310.59154,1817014022.29763,1498688995.56299,1578379785.51372,1588595518.22664,1702908075.83448,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Tonga,TON,..,24261943.4171312,33711234.8577594,39124033.3207722,44843200.5097821,46685348.8666571,43161488.3252569,37009253.0224663,51426149.6760878,43707213.9262791,45042474.6324301,67363413.8893971,80352967.4697336,91779809.8045833,74694566.7730648,70256881.1122332,103168335.198981,102004945.659173,104850808.124847,112481817.777651,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Trinidad and Tobago,TTO,4828900255.55321,4868300260.24551,4547200000,5880900000,7384058664.5938,10878646809.6652,14879422193.7939,14121460780.6821,19557228922.6859,9968776047.27209,12093527322.1487,18150275819.8118,17612615741.149,18829844896.7804,16328675683.4397,12538523991.8982,9259963262.02082,10424635577.4917,11333878166.0211,9321256290.67051,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Tunisia,TUN,8558504881.99319,9464017307.14093,9466613523.39869,10891310674.9022,13502569318.0601,14568070292.6291,15891061400.0488,19964048568.2512,25079989449.2651,19815296883.9681,22125192119.6032,22494654717.2269,22148014960.4912,21976251416.9646,21575036446.9053,17452928057.0955,16899132539.8427,17584260723.1057,19418507417.5755,19174809446.4576,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Turkey,TUR,50353000000,49963000000,54750000000,70502000000,91918000000,106331000000,119871000000,145385000000,178018000000,145548000000,157441000000,183647000000,205516000000,226267000000,235583000000,210353000000,198973000000,222695000000,237932000000,246922000000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,620828845,654562247.664429,741172729.180792,602581142.128048,826823788.634874,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Tuvalu,TUV,..,1274564.4009237,1635078.86663589,2015177.69159636,2715978.95511279,2627019.09343642,3015215.1759909,3266386.14747813,4060750.71532369,5513224.54339492,14060484.3684377,14848815.1173893,25110647.0714293,20567990.4754601,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Uganda,UGA,663100000,684158462.061899,702853884.025902,834006688.257772,1132286453.1414,1542022924.84358,1735592050.18102,2439027028.40235,3039719573.37922,3353745530.34236,3468077634.56924,4298479345.77474,4935836850.08774,4931775815.48091,4905294915.41623,4728648691.8958,4836478690.08527,5098485659.52756,5632397702.36583,6124769314.45449,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Ukraine,UKR,18358000000,19917000000,22027000000,27328000000,39461000000,42626000000,48355000000,61412000000,82480000000,52080000000,65626000000,83652000000,86516000000,81719000000,65436000000,47862000000,46008000000,53944000000,59177000000,63556000000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,United Kingdom,GBR,417674691104.891,410725605944.194,431154543555.66,490147225740.806,573391905715.56,633454952052.12,735437807075.903,783370732555.943,795642979296.052,638436214545.301,700321794220.098,816540996145.075,810796044620.37,834712823729.534,873308605594.209,809788971002.328,766635454881.533,810791906671.649,875760743398.509,894215453450.133,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,United States,USA,1082962000000,1015364000000,986095000000,1028180000000,1168121000000,1291506000000,1463991000000,1660811000000,1849584000000,1592788000000,1872324000000,2143556000000,2247453000000,2313239000000,2392265000000,2279748000000,2237922000000,2387392000000,2539382000000,2528267000000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Uruguay,URY,3659607810.28443,3262039171.46246,2693396052.43409,3052533440.20105,4256565060.99537,5085360969.68544,5787237704.38431,6933356522.17578,9372212090.51899,8711487614.58235,10718847982.16,12915653977.4674,18104578601.0511,18099666652.252,18386030100.4429,15632136213.28,14531556706.7662,16079491643.7449,16273116533.8852,15981184874.6306,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12917008012.1768,11838890890.4412,10549916892.6191,12412218530.1396,14135137288.3331,16993438086.4052,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Vanuatu,VUT,156996731.680265,139149293.096801,113812212.210784,137499164.597588,160422408.519022,176959904.87286,183513482.016089,219482601.550594,275438871.12186,303489416.950024,325463444.732839,350516945.06712,356479438.472964,390939130.916798,397096763.892911,321786383.034122,381693684.50108,409344135.060248,517155759.056329,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,"Venezuela, RB",VEN,34711000000,28043000000,27794000000,28108000000,40782000000,57058000000,67122000000,72062000000,98240000000,60658000000,68731000000,95655000000,100033000000,90965000000,76802000000,38867000000,28684000000,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Vietnam,VNM,17150000000,17837000000,19654000000,23421000000,30352000000,36623000000,44926000000,54591000000,69691000000,62862000000,79697000000,105785000000,124314000000,142743000000,161187000000,173267000000,189081000000,228189000000,258487500000,280826000000,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,West Bank and Gaza,PSE,884968255.18662,615900000,477800000,515095610.484916,596800000,723296000,736285000,1066286000,1165000000,1133300000,1367300000,1799409195.17103,1871092711.37725,2111052701.47403,2213676673.26214,2244334838.13038,2207025455.31287,2535998695.74785,2598000000,2652449221.78851,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,"Yemen, Rep.",YEM,..,..,..,..,..,6785266096.41156,7865230000,7773340000,10182270000,7118205325.95418,9270503494.65773,10384043196.4384,9385475847.14096,9567265397.75143,9430397528.4098,1867305763.53765,938468580.24,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Zambia,ZMB,871970000,1054825000,1104469000,1251517000,2076306000,2827695061.69112,4547091169.12716,5227148091.80765,5631664313.64614,4900459150.59378,8054341321.11946,9419019755.12257,10510886465.9716,11601393752.5418,11071017827.7681,8223465324.37232,7419922061.24507,9080489944.95686,9982606351.24093,8259880170.88913,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,1882654717.30412,3569254416.45001,4907581285.21427,4336628554.07586,4197687389.48527,4045362052.05002,3964161628.12879,4059678530.78196,4714986446.53517,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Arab World,ARB,328496079656.968,304330381763.549,316507432768.33,396658509766.439,512668164854.367,704552523516.437,841601645985.443,969063944398.183,1282702193397,865076945254.197,1067623175940.67,1367172134359.27,1529135077041.81,1483331698212.76,1372103670973.91,903596526736.622,794537452562.402,956272883970.585,1216611555383.81,1133031024497.99,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Caribbean small states,CSS,15833615946.7677,15132072777.3006,14951222945.9206,17006917290.5702,19594799185.3963,24195037554.8425,29504855797.1811,29880544853.437,36716734444.7853,24128114623.9863,27518544964.1489,35035992875.0177,35466894751.8466,36330798296.5872,34994148851.9055,30416404122.8635,27766272357.9955,30227293379.2754,33444543837.4984,30475614747.1301,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Central Europe and the Baltics,CEB,169216845751.195,187055964163.527,206289052530.022,262732003491.949,358786314253.8,418000884829.262,507252781459.492,645535689182.852,770111700867.566,606026820270.971,686916253969.783,824787781738.794,800938879259.564,861029296577.111,905039772484.572,801627881179.656,835146070101.422,948964214005.282,1061416678335.07,1053849342807.2,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Early-demographic dividend,EAR,839828527019.674,789993854757.785,821089506256.345,934446496922,1156043954850.23,1424299387166.52,1673366729004.42,1922297324961.25,2316039363048.32,1800004130266.75,2260957724961.69,2761486704191.95,2902925004664.74,2919947705049.78,2887044035093.82,2437533161281.41,2370763772566.29,2685813734407.9,2989128311992.42,2998426606946.01,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,East Asia & Pacific,EAS,1854652506326.86,1706266280139.01,1821665086732.29,2248967552693.02,2805894896741.75,3241201064428.12,3785024624551.72,4430717446221.28,5107082066187.93,4232480646860.71,5396920804729.6,6440080776917.08,6712843333810.35,6925816999918.26,7117248886356.87,6608682782724.13,6417237141083.24,7111163008718.67,7744640911264.09,7620852817257.3,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,East Asia & Pacific (excluding high income),EAP,508731770552.84,501860087090.272,559634131423.314,792164751181.102,1018535269792.48,1246549118408.68,1542357438586.11,1891349396378.26,2224896068595.43,1873732972811.58,2385402862249.26,2939710987161.56,3141272215568.9,3342703395912.46,3479239011030.14,3311226112181.65,3161358160603.75,3527558323277.12,3855132759053.92,3863982933176.27,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,East Asia & Pacific (IDA & IBRD countries),TEA,508131253625.009,501267681631.944,558973528353.554,791229664421.73,1017332970847.33,1245077667458.88,1540514635901.7,1889079011948.57,2222221708081.66,1871501346154.11,2382516010621.71,2936160723508.06,3137511105930.24,3338710051566.11,3475090915020.38,3307270066675.09,3157600200409.19,3523291738497.71,3850457485922.24,3859296927085.72,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Euro area,EMU,2257914793224.35,2300561666134.23,2460136777638.64,2942401129950.07,3563009623545.23,3828767341910.19,4299577385699.35,5098943553306.99,5662333764864.81,4528197387938.99,4924414924613,5726671794880.05,5542474007564.01,5828189607403.99,6040826226277.71,5407789696868.46,5485493254021.54,6018831083644.09,6604653941203.8,6455972018161.36,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Europe & Central Asia,ECS,3437855306847.68,3481645791103.34,3714298851730.92,4433732479873.83,5407271773840.13,5957122093201.21,6795167737818.98,8006044481362.59,9067729600549.73,7137349553794.16,7943722126579.36,9384938789086.09,9185803454347.98,9615027696800.02,9824382025153.85,8636606919366.69,8611572221490.21,9470216692319.41,10439642034751.1,10269346776478.6,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Europe & Central Asia (excluding high income),ECA,221267132668.798,222579535643.467,241457043136.362,306097871828.648,417078933563.004,525384137615.681,641407466160.24,776653075914.083,1024246969813.97,709838154213.715,873130305247.49,1123952942110.53,1171477861699.07,1190688646351.97,1146068124574.53,860047306265.642,775026803234.67,924305978160.062,1084079027157.6,1073433392718.03,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Europe & Central Asia (IDA & IBRD countries),TEC,287058009044.054,295929366642.465,324137620237.793,411137623716.719,546780042509.546,671694487473.2,821314771850.128,1009224073683.72,1310853943461.53,941055657947.951,1140452741057.18,1441246590982.86,1480382295363.86,1534525703210.47,1513783147883.51,1193701781288.68,1125768268766.83,1329819787778.44,1542829662063.19,1536957572225.08,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,European Union,EUU,2573989982848.3,2626331689405.74,2812785104838.77,3377713057316.92,4109663703870.08,4448527029597.38,5030079098564.15,5992928695401.99,6705767805876.19,5342302757125.95,5844124635289.78,6810713407848.38,6581651775994.29,6926411333115.64,7189024455934.15,6427201313281.71,6527793775902.05,7180980896070.05,7883684449738.24,7727998148202.72,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Fragile and conflict affected situations,FCS,120400389331.228,108056092380.719,106485680581.486,130570283788.952,174599614517.71,243273475132.189,284017968043.455,333453305635.176,449431491216.857,306900452914.059,390526519756.515,457623258275.944,508446395664.877,485648365694.269,425431043875.888,279967864845.809,239286952960.67,304355893836.603,391432681767.138,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Heavily indebted poor countries (HIPC),HPC,35643882977.4841,36706538409.6673,39411218155.7016,44686841351.1338,55000656057.3289,65739606790.1166,79363172174.1251,96138610646.9981,118475044661.968,103579784467.693,128235936478.922,155778760526.302,160165468659.037,166192379974.055,170297381741.223,146975950142.109,146361513527.424,164318958852.011,179131621984.679,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,High income,HIC,6519655787916.17,6289420688281.84,6524196943112.25,7511872881623.86,9031269116977.17,10000008317074.2,11312519562232.4,13050893724737,14632552390129.3,11753479677549.9,13570154508152.7,15905010013240.2,15903859099178.5,16405740622034.1,16756013252883.2,14967244320504.8,14873547939025.5,16219641164388.5,17714888224287.1,17343945977906.1,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,IBRD only,IBD,1437245546222.04,1420521877275.37,1525783633905.49,1942540355496.08,2492588704086.76,3060585960100.08,3736421417503.89,4505649682473.36,5480057792205.82,4332360929348,5438016504913.25,6700563501941.42,7020564608698.12,7263320455759.95,7326596125592.41,6469265681166.67,6185347492938.06,7013755923975.01,7782821561837.45,7763023483630.07,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,IDA & IBRD total,IBT,1541813282442.55,1525443768971.81,1635021877339.12,2075096936174.22,2658445727374.19,3269564838976.61,3974111594315.22,4781819853517.98,5820808708797.03,4609294888762.28,5793594467790.6,7131021900911.82,7453500070576.32,7714609936211.9,7775657151806.69,6847561324427.96,6549609707901.33,7427946905485.41,8249518934269.08,8240477755410.43,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,IDA blend,IDB,48058893310.5809,46647745083.6552,47309814709.5327,62683117530.4087,78974404529.9962,107617471917.595,115563369822.543,129570893604.159,163148612206.861,118794348115.881,160547879592.964,195040161183.37,189589396807.372,188142029212.609,177398847696.166,130558684101.475,115007567256.494,136734101164.252,159578758494.7,167761677362.267,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,IDA only,IDX,60410573615.385,63110388951.7997,66712710794.5245,72508439581.8822,89092683223.0622,102631259402.71,122398845885.536,146175202024.748,177439729248.123,158693459747.232,196102770725.63,235556733256.246,241909342223.725,263358027920.038,272320596886.184,250372270413.542,254185918530.266,282251558941.429,312704234081.757,..,..
